Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q3,0.0498383,3035.506
High level industry groups,Mining,SG01RSC02B01A02,2006Q3,0.0119248,529.211
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q3,0.1331015,5788.25
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q3,0.0289118,1418.399
High level industry groups,Construction,SG01RSC02B01B03,2006Q3,0.0560146,2623.693
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q3,0.0501398,2657.021
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q3,0.0679592,3032.383
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q3,0.0425367,1979.927
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q3,0.0337261,1321.399
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q3,0.046221,2568.863
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q3,0.1352898,6151.138
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q3,0.0931615,4631.818
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q3,0.0410106,1911.896
High level industry groups,Education and training,SG01RSC02B01C09,2006Q3,0.0437901,2217.83
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q3,0.0545485,2611.104
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q3,0.0349336,1626.659
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q3,0.076892,3480.694
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q4,0.0498383,2911.257
High level industry groups,Mining,SG01RSC02B01A02,2006Q4,0.0119248,587.064
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q4,0.1331015,5972.33
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q4,0.0289118,1466.211
High level industry groups,Construction,SG01RSC02B01B03,2006Q4,0.0560146,2690.969
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q4,0.0501398,2658.721
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q4,0.0679592,3112.059
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q4,0.0425367,1972.993
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q4,0.0337261,1363.831
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q4,0.046221,2608.564
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q4,0.1352898,6214.174
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q4,0.0931615,4645.763
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q4,0.0410106,1954.547
High level industry groups,Education and training,SG01RSC02B01C09,2006Q4,0.0437901,2219.172
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q4,0.0545485,2641.821
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q4,0.0349336,1633.638
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q4,0.076892,3549.144
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q1,0.0498383,2806.945
High level industry groups,Mining,SG01RSC02B01A02,2007Q1,0.0119248,576.168
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q1,0.1331015,5955.852
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q1,0.0289118,1474.783
High level industry groups,Construction,SG01RSC02B01B03,2007Q1,0.0560146,2747.983
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q1,0.0501398,2690.194
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q1,0.0679592,3206.12
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q1,0.0425367,1996.375
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q1,0.0337261,1378.259
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q1,0.046221,2640.068
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q1,0.1352898,6314.194
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q1,0.0931615,4725.05
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q1,0.0410106,2009.659
High level industry groups,Education and training,SG01RSC02B01C09,2007Q1,0.0437901,2215.865
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q1,0.0545485,2672.961
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q1,0.0349336,1646.449
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q1,0.076892,3611.445
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q2,0.060684,2764.423
High level industry groups,Mining,SG01RSC02B01A02,2007Q2,0.0203058,627.367
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q2,0.1232657,6023.531
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q2,0.0287887,1413.143
High level industry groups,Construction,SG01RSC02B01B03,2007Q2,0.0573309,2784.64
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q2,0.0516521,2731.197
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q2,0.0647921,3183.365
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q2,0.0429286,2010.083
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q2,0.0330741,1399.492
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q2,0.0436523,2646.277
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q2,0.12937,6260.697
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q2,0.0944134,4821.334
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q2,0.0412315,1953.791
High level industry groups,Education and training,SG01RSC02B01C09,2007Q2,0.0431723,2208.644
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q2,0.0552801,2722.066
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q2,0.0344789,1680.504
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q2,0.0755795,3645.546
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q3,0.060684,2554.215
High level industry groups,Mining,SG01RSC02B01A02,2007Q3,0.0203058,955.4
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q3,0.1232657,6037.415
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q3,0.0287887,1440.003
High level industry groups,Construction,SG01RSC02B01B03,2007Q3,0.0573309,2836.454
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q3,0.0516521,2765.94
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q3,0.0647921,3155.434
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q3,0.0429286,2027.09
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q3,0.0330741,1418.328
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q3,0.0436523,2650.036
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q3,0.12937,6224.843
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q3,0.0944134,4875.249
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q3,0.0412315,2030.485
High level industry groups,Education and training,SG01RSC02B01C09,2007Q3,0.0431723,2209.007
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q3,0.0552801,2762.677
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q3,0.0344789,1699.332
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q3,0.0755795,3645.443
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2007Q4,0.060684,2398.483
High level industry groups,Mining,SG01RSC02B01A02,2007Q4,0.0203058,1186.657
High level industry groups,Manufacturing,SG01RSC02B01B01,2007Q4,0.1232657,6016.476
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2007Q4,0.0287887,1437.998
High level industry groups,Construction,SG01RSC02B01B03,2007Q4,0.0573309,2896.65
High level industry groups,Wholesale trade,SG01RSC02B01C01,2007Q4,0.0516521,2791.745
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2007Q4,0.0647921,3121.345
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2007Q4,0.0429286,2057.066
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2007Q4,0.0330741,1446.081
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2007Q4,0.0436523,2661.505
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2007Q4,0.12937,6210.564
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2007Q4,0.0944134,4932.921
High level industry groups,Public administration and safety,SG01RSC02B01C08,2007Q4,0.0412315,2075.866
High level industry groups,Education and training,SG01RSC02B01C09,2007Q4,0.0431723,2216.953
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2007Q4,0.0552801,2781.358
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2007Q4,0.0344789,1700.481
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2007Q4,0.0755795,3651.656
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q1,0.060684,2401.156
High level industry groups,Mining,SG01RSC02B01A02,2008Q1,0.0203058,1159.855
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q1,0.1232657,5894.627
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q1,0.0287887,1446.954
High level industry groups,Construction,SG01RSC02B01B03,2008Q1,0.0573309,2751.287
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q1,0.0516521,2748.3
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q1,0.0647921,3140.241
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q1,0.0429286,2113.549
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q1,0.0330741,1468.298
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q1,0.0436523,2656.125
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q1,0.12937,6176.261
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q1,0.0944134,4899.586
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q1,0.0412315,2083.45
High level industry groups,Education and training,SG01RSC02B01C09,2008Q1,0.0431723,2232.485
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q1,0.0552801,2809.713
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q1,0.0344789,1685.932
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q1,0.0755795,3663.96
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q2,0.0501259,2404.423
High level industry groups,Mining,SG01RSC02B01A02,2008Q2,0.0223728,1120.374
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q2,0.1241129,5921.003
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q2,0.031001,1411.735
High level industry groups,Construction,SG01RSC02B01B03,2008Q2,0.0549396,2642.844
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q2,0.0499107,2706.113
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q2,0.0617554,3071.006
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q2,0.0391722,2111.745
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q2,0.0301169,1458.214
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q2,0.0479577,2656.03
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q2,0.1325312,6205.467
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q2,0.0981079,4811.002
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q2,0.0444993,2180.076
High level industry groups,Education and training,SG01RSC02B01C09,2008Q2,0.045922,2256.027
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q2,0.0594444,2862.835
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q2,0.0338874,1694.369
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q2,0.0741429,3595.644
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q3,0.0501259,2707.433
High level industry groups,Mining,SG01RSC02B01A02,2008Q3,0.0223728,974.464
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q3,0.1241129,5669.633
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q3,0.031001,1462.433
High level industry groups,Construction,SG01RSC02B01B03,2008Q3,0.0549396,2671.868
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q3,0.0499107,2677.79
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q3,0.0617554,3049.358
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q3,0.0391722,2075.486
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q3,0.0301169,1457.747
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q3,0.0479577,2663.502
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q3,0.1325312,6224.992
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q3,0.0981079,4742.362
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q3,0.0444993,2142.614
High level industry groups,Education and training,SG01RSC02B01C09,2008Q3,0.045922,2273.966
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q3,0.0594444,2866.949
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q3,0.0338874,1664.47
